fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,log_residual_sugar,log_chlorides,log_total_sulfur_dioxide,log_sulphates
9.6,0.33,0.52,2.2,0.074,25.0,0.99509,3.36,0.76,12.4,7,1.1631508098056809,0.07138999608667294,3.258096538021482,0.5653138090500605
8.5,0.44,0.5,1.9,0.369,38.0,0.99634,3.01,1.1,9.4,5,1.0647107369924282,0.3140805463063118,3.6635616461296463,0.7419373447293773
10.6,1.02,0.43,2.9,0.076,88.0,0.9984,3.08,0.57,10.1,6,1.3609765531356006,0.07325046173959267,4.48863636973214,0.4510756193602167
6.6,0.725,0.09,5.5,0.1169999999999999,17.0,0.99655,3.35,0.49,10.8,6,1.8718021769015913,0.11064652008706356,2.8903717578961645,0.3987761199573678
8.9,0.5,0.21,2.2,0.088,39.0,0.99692,3.33,0.83,11.1,6,1.1631508098056809,0.08434114843375087,3.6888794541139363,0.6043159668533296
10.4,0.44,0.73,6.55,0.074,76.0,0.999,3.17,0.85,12.0,7,2.0215475632609334,0.07138999608667294,4.343805421853684,0.6151856390902335
8.1,0.575,0.22,2.1,0.077,65.0,0.9967,3.29,0.51,9.2,5,1.1314021114911006,0.07417939817425151,4.189654742026425,0.412109650826833
11.0,0.3,0.58,2.1,0.054,19.0,0.998,3.31,0.88,10.5,7,1.1314021114911006,0.05259245011917058,2.995732273553991,0.6312717768418579
6.4,0.67,0.08,2.1,0.045,48.0,0.9949,3.49,0.49,11.4,6,1.1314021114911006,0.04401688541677432,3.8918202981106265,0.3987761199573678
12.5,0.6,0.49,4.3,0.1,14.0,1.001,3.25,0.74,11.9,6,1.667706820558076,0.09531017980432487,2.70805020110221,0.5538851132264376
8.0,0.59,0.16,1.8,0.065,16.0,0.9962,3.42,0.92,10.5,7,1.0296194171811583,0.06297479916138844,2.833213344056216,0.6523251860396903
6.8,0.56,0.03,1.7,0.084,35.0,0.9968,3.44,0.63,10.0,6,0.9932517730102833,0.08065790301745447,3.58351893845611,0.48858001481867097
6.2,0.6,0.08,2.0,0.09,44.0,0.9949,3.45,0.58,10.5,5,1.0986122886681098,0.08617769624105233,3.8066624897703196,0.4574248470388754
9.9,0.5,0.24,2.3,0.103,14.0,0.9978,3.34,0.52,10.0,4,1.1939224684724346,0.09803374027136541,2.70805020110221,0.41871033485818504
7.5,0.52,0.16,1.9,0.085,35.0,0.9968,3.38,0.62,9.5,7,1.0647107369924282,0.08157998699242287,3.58351893845611,0.4824261492442927
5.6,0.66,0.0,2.2,0.087,11.0,0.99378,3.71,0.63,12.8,7,1.1631508098056809,0.08342160813907239,2.4849066497880004,0.48858001481867097
8.0,0.3,0.63,1.6,0.081,29.0,0.99588,3.3,0.78,10.8,6,0.9555114450274363,0.07788653865707122,3.4011973816621555,0.5766133643039938
6.8,0.67,0.02,1.8,0.05,11.0,0.9962,3.48,0.52,9.5,5,1.0296194171811583,0.04879016416943201,2.4849066497880004,0.41871033485818504
7.5,0.6,0.03,1.8,0.095,99.0,0.995,3.35,0.54,10.1,5,1.0296194171811583,0.09075436326846414,4.605170185988092,0.43178241642553783
8.1,0.87,0.0,2.2,0.084,31.0,0.99656,3.25,0.5,9.8,5,1.1631508098056809,0.08065790301745447,3.4657359027997265,0.4054651081081644
12.5,0.46,0.49,4.5,0.07,49.0,0.9981,3.05,0.57,9.6,4,1.7047480922384253,0.06765864847381481,3.912023005428146,0.4510756193602167
7.6,0.49,0.33,1.9,0.074,85.0,0.99706,3.41,0.58,9.0,5,1.0647107369924282,0.07138999608667294,4.454347296253507,0.4574248470388754
7.5,0.4,0.18,1.6,0.079,58.0,0.9965,3.34,0.58,9.4,5,0.9555114450274363,0.0760346862759976,4.07753744390572,0.4574248470388754
8.6,0.33,0.4,2.6,0.083,68.0,0.99782,3.3,0.48,9.4,5,1.2809338454620642,0.07973496801885356,4.23410650459726,0.3920420877760237
6.0,0.51,0.0,2.1,0.064,54.0,0.995,3.54,0.93,10.7,6,1.1314021114911006,0.06203539091945264,4.007333185232471,0.6575200029167942
7.1,0.735,0.16,1.9,0.1,77.0,0.9966,3.27,0.64,9.3,5,1.0647107369924282,0.09531017980432487,4.356708826689592,0.49469624183610705
10.2,0.29,0.49,2.6,0.059,13.0,0.9976,3.05,0.74,10.5,7,1.2809338454620642,0.0573250666192694,2.6390573296152584,0.5538851132264376
5.4,0.74,0.09,1.7,0.089,26.0,0.99402,3.67,0.56,11.6,6,0.9932517730102833,0.08525984395082342,3.295836866004329,0.44468582126144574
7.0,0.36,0.21,2.4,0.086,69.0,0.99556,3.4,0.53,10.1,6,1.2237754316221157,0.08250122151174369,4.248495242049359,0.4252677354043441
9.1,0.76,0.68,1.7,0.414,64.0,0.99652,2.9,1.33,9.1,6,0.9932517730102833,0.346422567474381,4.174387269895637,0.8458682675776092
7.8,0.54,0.26,2.0,0.088,48.0,0.9981,3.41,0.74,9.2,6,1.0986122886681098,0.08434114843375087,3.8918202981106265,0.5538851132264376
7.0,0.69,0.08,1.8,0.0969999999999999,89.0,0.9959,3.34,0.54,9.2,6,1.0296194171811583,0.0925791812930931,4.499809670330265,0.43178241642553783
9.5,0.78,0.22,1.9,0.077,32.0,0.9988,3.26,0.56,10.6,6,1.0647107369924282,0.07417939817425151,3.4965075614664802,0.44468582126144574
6.5,0.4,0.1,2.0,0.076,47.0,0.99554,3.36,0.48,9.4,6,1.0986122886681098,0.07325046173959267,3.871201010907891,0.3920420877760237
7.8,0.6,0.14,2.4,0.086,15.0,0.9975,3.42,0.6,10.8,6,1.2237754316221157,0.08250122151174369,2.772588722239781,0.4700036292457355
7.3,0.835,0.03,2.1,0.092,19.0,0.9966,3.39,0.47,9.6,5,1.1314021114911006,0.0880108773227133,2.995732273553991,0.3852624007906449
9.6,0.32,0.47,1.4,0.0559999999999999,24.0,0.99695,3.22,0.82,10.3,7,0.8754687373538999,0.05448818528406963,3.2188758248682006,0.598836501088704
9.2,0.52,1.0,3.4,0.61,69.0,0.9996,2.74,2.0,9.4,4,1.4816045409242156,0.4762341789963716,4.248495242049359,1.0986122886681098
8.0,0.64,0.22,2.4,0.094,33.0,0.99612,3.37,0.58,11.0,5,1.2237754316221157,0.08984070399978947,3.5263605246161616,0.4574248470388754
12.5,0.37,0.55,2.6,0.083,68.0,0.9995,3.15,0.82,10.4,6,1.2809338454620642,0.07973496801885356,4.23410650459726,0.598836501088704
7.2,0.34,0.24,2.0,0.071,52.0,0.99576,3.44,0.58,10.1,5,1.0986122886681098,0.06859279146561172,3.970291913552122,0.4574248470388754
6.9,0.54,0.3,2.2,0.088,105.0,0.99725,3.25,1.18,10.5,6,1.1631508098056809,0.08434114843375087,4.663439094112067,0.7793248768009976
8.3,0.655,0.12,2.3,0.083,113.0,0.9966,3.17,0.66,9.8,5,1.1939224684724346,0.07973496801885356,4.736198448394496,0.5068176023684519
12.3,0.39,0.63,2.3,0.091,18.0,1.0004,3.16,0.49,9.5,5,1.1939224684724346,0.08709470685093376,2.9444389791664403,0.3987761199573678
10.5,0.39,0.46,2.2,0.075,27.0,0.99598,3.06,0.84,11.4,6,1.1631508098056809,0.07232066157962612,3.332204510175204,0.6097655716208943
6.4,0.56,0.15,1.8,0.078,65.0,0.99294,3.33,0.6,10.5,6,1.0296194171811583,0.07510747248680541,4.189654742026425,0.4700036292457355
10.3,0.53,0.48,2.5,0.063,25.0,0.9998,3.12,0.59,9.3,6,1.252762968495368,0.061095099359810875,3.258096538021482,0.4637340162321401
5.6,0.85,0.05,1.4,0.045,88.0,0.9924,3.56,0.82,12.9,8,0.8754687373538999,0.04401688541677432,4.48863636973214,0.598836501088704
6.7,0.7,0.08,3.75,0.067,16.0,0.99334,3.43,0.52,12.6,5,1.55814461804655,0.06485097231961631,2.833213344056216,0.41871033485818504
7.6,0.54,0.02,1.7,0.085,31.0,0.99589,3.37,0.51,10.4,6,0.9932517730102833,0.08157998699242287,3.4657359027997265,0.412109650826833
7.9,0.43,0.21,1.6,0.106,37.0,0.9966,3.17,0.91,9.5,5,0.9555114450274363,0.10074990310014305,3.6375861597263857,0.6471032420585385
13.8,0.49,0.67,3.0,0.093,15.0,0.9986,3.02,0.93,12.0,6,1.3862943611198906,0.08892620919440151,2.772588722239781,0.6575200029167942
6.3,0.76,0.0,2.9,0.072,52.0,0.99379,3.51,0.6,11.5,6,1.3609765531356006,0.06952606264861023,3.970291913552122,0.4700036292457355
11.9,0.38,0.51,2.0,0.121,20.0,0.9996,3.24,0.76,10.4,6,1.0986122886681098,0.11422114409002286,3.044522437723423,0.5653138090500605
7.6,0.52,0.12,3.0,0.067,53.0,0.9971,3.36,0.57,9.1,5,1.3862943611198906,0.06485097231961631,3.9889840465642745,0.4510756193602167
6.9,0.55,0.15,2.2,0.076,40.0,0.9961,3.41,0.59,10.1,5,1.1631508098056809,0.07325046173959267,3.713572066704308,0.4637340162321401
6.5,0.53,0.06,2.0,0.063,44.0,0.99489,3.38,0.83,10.3,6,1.0986122886681098,0.061095099359810875,3.8066624897703196,0.6043159668533296
11.6,0.53,0.66,3.65,0.121,14.0,0.9978,3.05,0.74,11.5,7,1.536867219599265,0.11422114409002286,2.70805020110221,0.5538851132264376
8.2,0.35,0.33,2.4,0.076,47.0,0.99599,3.27,0.81,11.0,6,1.2237754316221157,0.07325046173959267,3.871201010907891,0.5933268452777344
7.9,0.51,0.25,2.9,0.077,45.0,0.9974,3.49,0.96,12.1,6,1.3609765531356006,0.07417939817425151,3.828641396489095,0.6729444732424258
10.5,0.24,0.42,1.8,0.077,22.0,0.9976,3.21,1.05,10.8,7,1.0296194171811583,0.07417939817425151,3.1354942159291497,0.7178397931503169
7.4,0.59,0.08,4.4,0.086,29.0,0.9974,3.38,0.5,9.0,4,1.6863989535702288,0.08250122151174369,3.4011973816621555,0.4054651081081644
8.2,0.28,0.6,3.0,0.104,22.0,0.99828,3.39,0.68,10.6,5,1.3862943611198906,0.09893994785490356,3.1354942159291497,0.5187937934151676
8.0,1.18,0.21,1.9,0.083,41.0,0.99532,3.34,0.47,10.5,5,1.0647107369924282,0.07973496801885356,3.7376696182833684,0.3852624007906449
7.1,0.63,0.06,2.0,0.083,29.0,0.99855,3.67,0.73,9.6,5,1.0986122886681098,0.07973496801885356,3.4011973816621555,0.5481214085096876
10.3,0.34,0.52,2.8,0.159,75.0,0.9998,3.18,0.64,9.4,5,1.33500106673234,0.14755756435761466,4.330733340286331,0.49469624183610705
8.6,0.38,0.36,3.0,0.081,119.0,0.997,3.2,0.56,9.4,5,1.3862943611198906,0.07788653865707122,4.787491742782046,0.44468582126144574
7.7,0.935,0.43,2.2,0.114,114.0,0.997,3.25,0.73,9.2,5,1.1631508098056809,0.10795714150509228,4.74493212836325,0.5481214085096876
9.0,0.46,0.23,2.8,0.092,104.0,0.9983,3.1,0.56,9.2,5,1.33500106673234,0.0880108773227133,4.653960350157523,0.44468582126144574
10.4,0.41,0.55,3.2,0.076,54.0,0.9996,3.15,0.89,9.9,6,1.4350845252893227,0.07325046173959267,4.007333185232471,0.636576829071551
8.1,1.33,0.0,1.8,0.0819999999999999,12.0,0.9964,3.54,0.48,10.9,5,1.0296194171811583,0.0788111804242897,2.5649493574615367,0.3920420877760237
8.9,0.62,0.19,3.9,0.17,148.0,0.9986,3.17,0.93,9.2,5,1.589235205116581,0.15700374880966475,5.003946305945459,0.6575200029167942
7.3,0.67,0.05,3.6,0.107,20.0,0.9972,3.4,0.63,10.1,5,1.5260563034950494,0.10165365372649983,3.044522437723423,0.48858001481867097
8.3,0.42,0.38,2.5,0.094,60.0,0.9979,3.31,0.7,10.8,6,1.252762968495368,0.08984070399978947,4.110873864173311,0.5306282510621704
6.6,0.735,0.02,7.9,0.122,124.0,0.9994,3.47,0.53,9.9,5,2.186051276738094,0.11511280710050457,4.8283137373023015,0.4252677354043441
10.4,0.61,0.49,2.1,0.2,16.0,0.9994,3.16,0.63,8.4,3,1.1314021114911006,0.18232155679395465,2.833213344056216,0.48858001481867097
8.1,0.38,0.28,2.1,0.066,30.0,0.9968,3.23,0.73,9.7,7,1.1314021114911006,0.0639133257436528,3.4339872044851463,0.5481214085096876
7.2,0.63,0.03,2.2,0.08,88.0,0.99745,3.53,0.58,9.8,6,1.1631508098056809,0.07696104113612832,4.48863636973214,0.4574248470388754
7.0,0.56,0.17,1.7,0.065,24.0,0.99514,3.44,0.68,10.55,7,0.9932517730102833,0.06297479916138844,3.2188758248682006,0.5187937934151676
5.9,0.29,0.25,13.4,0.067,160.0,0.99721,3.33,0.54,10.3,6,2.667228206581955,0.06485097231961631,5.081404364984463,0.43178241642553783
8.8,0.55,0.04,2.2,0.119,56.0,0.9962,3.21,0.6,10.9,6,1.1631508098056809,0.11243542932978817,4.04305126783455,0.4700036292457355
10.4,0.43,0.5,2.3,0.068,19.0,0.996,3.1,0.87,11.4,6,1.1939224684724346,0.0657877405380031,2.995732273553991,0.6259384308664953
10.3,0.41,0.42,2.4,0.213,14.0,0.9994,3.19,0.62,9.5,6,1.2237754316221157,0.19309662996191307,2.70805020110221,0.4824261492442927
11.3,0.62,0.67,5.2,0.086,19.0,0.9988,3.22,0.69,13.4,8,1.824549292051046,0.08250122151174369,2.995732273553991,0.5247285289349821
7.6,0.36,0.31,1.7,0.079,65.0,0.99716,3.46,0.62,9.5,6,0.9932517730102833,0.0760346862759976,4.189654742026425,0.4824261492442927
5.7,0.6,0.0,1.4,0.063,18.0,0.99191,3.45,0.56,12.2,6,0.8754687373538999,0.061095099359810875,2.9444389791664403,0.44468582126144574
7.1,0.43,0.42,5.5,0.07,129.0,0.9973,3.42,0.72,10.5,5,1.8718021769015913,0.06765864847381481,4.867534450455582,0.5423242908253617
7.9,0.33,0.23,1.7,0.077,45.0,0.99625,3.29,0.65,9.3,5,0.9932517730102833,0.07417939817425151,3.828641396489095,0.5007752879124893
6.9,0.67,0.06,2.1,0.08,33.0,0.99845,3.68,0.71,9.6,5,1.1314021114911006,0.07696104113612832,3.5263605246161616,0.5364933705145685
9.9,0.54,0.45,2.3,0.071,40.0,0.9991,3.39,0.62,9.4,5,1.1939224684724346,0.06859279146561172,3.713572066704308,0.4824261492442927
9.2,0.31,0.36,2.2,0.079,31.0,0.99615,3.33,0.86,12.0,7,1.1631508098056809,0.0760346862759976,3.4657359027997265,0.6205764877251099
10.9,0.53,0.49,4.6,0.118,17.0,1.0002,3.07,0.56,11.7,6,1.7227665977411035,0.11154137473290741,2.8903717578961645,0.44468582126144574
8.9,0.28,0.45,1.7,0.067,12.0,0.99354,3.25,0.55,12.3,7,0.9932517730102833,0.06485097231961631,2.5649493574615367,0.4382549309311553
6.6,0.58,0.02,2.4,0.069,40.0,0.99387,3.38,0.66,12.6,6,1.2237754316221157,0.06672363204290818,3.713572066704308,0.5068176023684519
8.2,0.57,0.26,2.2,0.06,65.0,0.9959,3.3,0.43,10.1,5,1.1631508098056809,0.058268908123975775,4.189654742026425,0.3576744442718159
8.7,0.54,0.26,2.5,0.0969999999999999,31.0,0.9976,3.27,0.6,9.3,6,1.252762968495368,0.0925791812930931,3.4657359027997265,0.4700036292457355
7.3,0.58,0.3,2.4,0.074,55.0,0.9968,3.46,0.59,10.2,5,1.2237754316221157,0.07138999608667294,4.02535169073515,0.4637340162321401
7.9,0.24,0.4,1.6,0.0559999999999999,25.0,0.9967,3.32,0.87,8.7,6,0.9555114450274363,0.05448818528406963,3.258096538021482,0.6259384308664953
7.2,1.0,0.0,3.0,0.102,16.0,0.99586,3.43,0.46,10.0,5,1.3862943611198906,0.09712671073072274,2.833213344056216,0.3784364357202451
7.4,0.64,0.17,5.4,0.168,98.0,0.99736,3.28,0.5,9.5,5,1.8562979903656263,0.15529288440603534,4.59511985013459,0.4054651081081644
9.4,0.27,0.53,2.4,0.074,18.0,0.9962,3.2,1.13,12.0,7,1.2237754316221157,0.07138999608667294,2.9444389791664403,0.7561219797213337
10.8,0.5,0.46,2.5,0.073,27.0,1.0001,3.05,0.64,9.5,5,1.252762968495368,0.07045846364856141,3.332204510175204,0.49469624183610705
7.6,0.95,0.03,2.0,0.09,20.0,0.9959,3.2,0.56,9.6,5,1.0986122886681098,0.08617769624105233,3.044522437723423,0.44468582126144574
5.4,0.58,0.08,1.9,0.059,31.0,0.99484,3.5,0.64,10.2,6,1.0647107369924282,0.0573250666192694,3.4657359027997265,0.49469624183610705
11.6,0.44,0.64,2.1,0.059,15.0,0.998,3.21,0.67,10.2,6,1.1314021114911006,0.0573250666192694,2.772588722239781,0.5128236264286637
7.7,0.57,0.21,1.5,0.069,9.0,0.99458,3.16,0.54,9.8,6,0.9162907318741551,0.06672363204290818,2.302585092994046,0.43178241642553783
13.5,0.53,0.79,4.8,0.12,77.0,1.0018,3.18,0.77,13.0,5,1.7578579175523736,0.11332868530700317,4.356708826689592,0.5709795465857378
6.8,0.775,0.0,3.0,0.102,23.0,0.9965,3.45,0.56,10.7,5,1.3862943611198906,0.09712671073072274,3.1780538303479458,0.44468582126144574
7.7,0.56,0.2,2.0,0.075,39.0,0.9987,3.48,0.62,9.3,5,1.0986122886681098,0.07232066157962612,3.6888794541139363,0.4824261492442927
8.4,0.62,0.12,1.8,0.072,46.0,0.99504,3.38,0.89,11.8,6,1.0296194171811583,0.06952606264861023,3.8501476017100584,0.636576829071551
7.0,0.51,0.09,2.1,0.062,9.0,0.99584,3.35,0.54,10.5,5,1.1314021114911006,0.06015392281974709,2.302585092994046,0.43178241642553783
7.8,0.58,0.02,2.0,0.073,18.0,0.9968,3.36,0.57,9.5,7,1.0986122886681098,0.07045846364856141,2.9444389791664403,0.4510756193602167
7.0,0.745,0.12,1.8,0.114,64.0,0.99588,3.22,0.59,9.5,6,1.0296194171811583,0.10795714150509228,4.174387269895637,0.4637340162321401
7.2,0.415,0.36,2.0,0.081,45.0,0.9972,3.48,0.64,9.2,5,1.0986122886681098,0.07788653865707122,3.828641396489095,0.49469624183610705
8.8,0.27,0.46,2.1,0.095,29.0,0.99488,3.26,0.56,11.3,6,1.1314021114911006,0.09075436326846414,3.4011973816621555,0.44468582126144574
7.2,0.45,0.15,2.0,0.078,28.0,0.99609,3.29,0.51,9.9,6,1.0986122886681098,0.07510747248680541,3.367295829986474,0.412109650826833
7.8,0.52,0.25,1.9,0.081,38.0,0.9984,3.43,0.65,9.0,6,1.0647107369924282,0.07788653865707122,3.6635616461296463,0.5007752879124893
6.6,0.61,0.01,1.9,0.08,25.0,0.99746,3.69,0.73,10.5,5,1.0647107369924282,0.07696104113612832,3.258096538021482,0.5481214085096876
9.5,0.37,0.52,2.0,0.088,51.0,0.99613,3.29,0.58,11.1,6,1.0986122886681098,0.08434114843375087,3.9512437185814275,0.4574248470388754
7.0,0.43,0.3,2.0,0.085,39.0,0.99346,3.33,0.46,11.9,6,1.0986122886681098,0.08157998699242287,3.6888794541139363,0.3784364357202451
7.6,0.31,0.34,2.5,0.0819999999999999,35.0,0.99356,3.22,0.59,12.5,7,1.252762968495368,0.0788111804242897,3.58351893845611,0.4637340162321401
7.1,0.755,0.15,1.8,0.107,84.0,0.99593,3.19,0.5,9.5,5,1.0296194171811583,0.10165365372649983,4.442651256490317,0.4054651081081644
6.2,0.44,0.39,2.5,0.077,14.0,0.99555,3.51,0.69,11.0,6,1.252762968495368,0.07417939817425151,2.70805020110221,0.5247285289349821
9.4,0.3,0.56,2.8,0.08,17.0,0.9964,3.15,0.92,11.7,8,1.33500106673234,0.07696104113612832,2.8903717578961645,0.6523251860396903
10.2,0.33,0.46,1.9,0.081,9.0,0.99628,3.1,0.48,10.4,6,1.0647107369924282,0.07788653865707122,2.302585092994046,0.3920420877760237
10.4,0.34,0.58,3.7,0.174,16.0,0.997,3.19,0.7,11.3,6,1.547562508716013,0.16041672140590468,2.833213344056216,0.5306282510621704
6.5,0.615,0.0,1.9,0.065,18.0,0.9972,3.46,0.65,9.2,5,1.0647107369924282,0.06297479916138844,2.9444389791664403,0.5007752879124893
7.1,0.75,0.01,2.2,0.059,18.0,0.99242,3.39,0.4,12.8,6,1.1631508098056809,0.0573250666192694,2.9444389791664403,0.33647223662121295
8.8,0.24,0.35,1.7,0.055,27.0,0.99394,3.14,0.59,11.3,7,0.9932517730102833,0.053540766928029816,3.332204510175204,0.4637340162321401
9.9,0.59,0.07,3.4,0.102,71.0,1.00015,3.31,0.71,9.8,5,1.4816045409242156,0.09712671073072274,4.276666119016055,0.5364933705145685
7.9,0.33,0.41,1.5,0.0559999999999999,35.0,0.99396,3.29,0.71,11.0,6,0.9162907318741551,0.05448818528406963,3.58351893845611,0.5364933705145685
9.1,0.28,0.46,9.0,0.114,9.0,0.99901,3.18,0.6,10.9,6,2.302585092994046,0.10795714150509228,2.302585092994046,0.4700036292457355
9.9,0.49,0.58,3.5,0.094,43.0,1.0004,3.29,0.58,9.0,5,1.5040773967762742,0.08984070399978947,3.784189633918261,0.4574248470388754
7.3,0.59,0.26,2.0,0.08,104.0,0.99584,3.28,0.52,9.9,5,1.0986122886681098,0.07696104113612832,4.653960350157523,0.41871033485818504
7.3,0.305,0.39,1.2,0.059,11.0,0.99331,3.29,0.52,11.5,6,0.7884573603642702,0.0573250666192694,2.4849066497880004,0.41871033485818504
8.1,0.825,0.24,2.1,0.084,13.0,0.9972,3.37,0.77,10.7,6,1.1314021114911006,0.08065790301745447,2.6390573296152584,0.5709795465857378
8.2,1.33,0.0,1.7,0.081,12.0,0.9964,3.53,0.49,10.9,5,0.9932517730102833,0.07788653865707122,2.5649493574615367,0.3987761199573678
7.8,0.82,0.29,4.3,0.083,64.0,0.99642,3.16,0.53,9.4,5,1.667706820558076,0.07973496801885356,4.174387269895637,0.4252677354043441
7.0,0.4,0.32,3.6,0.061,29.0,0.99416,3.28,0.49,11.3,7,1.5260563034950494,0.05921185963184608,3.4011973816621555,0.3987761199573678
6.5,0.9,0.0,1.6,0.052,17.0,0.99467,3.5,0.63,10.9,6,0.9555114450274363,0.050693114315518116,2.8903717578961645,0.48858001481867097
7.1,0.68,0.0,2.2,0.073,22.0,0.9969,3.48,0.5,9.3,5,1.1631508098056809,0.07045846364856141,3.1354942159291497,0.4054651081081644
8.4,0.56,0.08,2.1,0.105,44.0,0.9958,3.13,0.52,11.0,5,1.1314021114911006,0.09984533496971613,3.8066624897703196,0.41871033485818504
7.1,0.46,0.14,2.8,0.076,37.0,0.99624,3.36,0.49,10.7,5,1.33500106673234,0.07325046173959267,3.6375861597263857,0.3987761199573678
7.5,0.77,0.2,8.1,0.098,92.0,0.99892,3.2,0.58,9.2,5,2.2082744135228043,0.09349034308733889,4.532599493153256,0.4574248470388754
7.1,0.22,0.49,1.8,0.039,18.0,0.99344,3.39,0.56,12.4,6,1.0296194171811583,0.03825871211709034,2.9444389791664403,0.44468582126144574
8.4,0.37,0.53,1.8,0.413,26.0,0.9979,3.06,1.06,9.1,6,1.0296194171811583,0.3457151037023904,3.295836866004329,0.7227059828014898
10.6,0.83,0.37,2.6,0.086,70.0,0.9981,3.16,0.52,9.9,5,1.2809338454620642,0.08250122151174369,4.2626798770413155,0.41871033485818504
10.5,0.59,0.49,2.1,0.07,47.0,0.9991,3.3,0.56,9.6,4,1.1314021114911006,0.06765864847381481,3.871201010907891,0.44468582126144574
8.2,0.51,0.24,2.0,0.079,86.0,0.99764,3.34,0.64,9.5,6,1.0986122886681098,0.0760346862759976,4.465908118654584,0.49469624183610705
8.4,0.39,0.1,1.7,0.075,25.0,0.99581,3.09,0.43,9.7,6,0.9932517730102833,0.07232066157962612,3.258096538021482,0.3576744442718159
9.8,1.24,0.34,2.0,0.079,151.0,0.998,3.15,0.53,9.5,5,1.0986122886681098,0.0760346862759976,5.0238805208462765,0.4252677354043441
9.1,0.37,0.32,2.1,0.064,15.0,0.99576,3.3,0.8,11.2,6,1.1314021114911006,0.06203539091945264,2.772588722239781,0.5877866649021191
7.1,0.35,0.29,2.5,0.096,53.0,0.9962,3.42,0.65,11.0,6,1.252762968495368,0.0916671885258238,3.9889840465642745,0.5007752879124893
7.0,0.54,0.0,2.1,0.079,55.0,0.9956,3.39,0.84,11.4,6,1.1314021114911006,0.0760346862759976,4.02535169073515,0.6097655716208943
7.7,0.66,0.04,1.6,0.039,9.0,0.9962,3.4,0.47,9.4,5,0.9555114450274363,0.03825871211709034,2.302585092994046,0.3852624007906449
10.5,0.51,0.64,2.4,0.107,15.0,0.9973,3.09,0.66,11.8,7,1.2237754316221157,0.10165365372649983,2.772588722239781,0.5068176023684519
9.7,0.66,0.34,2.6,0.094,88.0,0.99796,3.26,0.66,10.1,5,1.2809338454620642,0.08984070399978947,4.48863636973214,0.5068176023684519
9.1,0.47,0.49,2.6,0.094,106.0,0.9982,3.08,0.59,9.1,5,1.2809338454620642,0.08984070399978947,4.672828834461906,0.4637340162321401
9.2,0.56,0.18,1.6,0.078,21.0,0.99576,3.15,0.49,9.9,5,0.9555114450274363,0.07510747248680541,3.091042453358316,0.3987761199573678
9.1,0.29,0.33,2.05,0.063,27.0,0.99516,3.26,0.84,11.7,7,1.1151415906193203,0.061095099359810875,3.332204510175204,0.6097655716208943
8.1,0.29,0.36,2.2,0.048,53.0,0.995,3.27,1.01,12.4,7,1.1631508098056809,0.04688358589885042,3.9889840465642745,0.6981347220709844
8.2,0.28,0.4,2.4,0.052,10.0,0.99356,3.33,0.7,12.8,7,1.2237754316221157,0.050693114315518116,2.3978952727983707,0.5306282510621704
6.7,0.62,0.21,1.9,0.079,62.0,0.997,3.52,0.58,9.3,6,1.0647107369924282,0.0760346862759976,4.143134726391533,0.4574248470388754
8.2,0.26,0.34,2.5,0.073,47.0,0.99594,3.4,0.78,11.3,7,1.252762968495368,0.07045846364856141,3.871201010907891,0.5766133643039938
6.2,0.36,0.24,2.2,0.095,42.0,0.9946,3.57,0.57,11.7,6,1.1631508098056809,0.09075436326846414,3.7612001156935624,0.4510756193602167
6.0,0.64,0.05,1.9,0.066,17.0,0.99496,3.52,0.78,10.6,5,1.0647107369924282,0.0639133257436528,2.8903717578961645,0.5766133643039938
12.0,0.37,0.76,4.2,0.066,38.0,1.0004,3.22,0.6,13.0,7,1.6486586255873816,0.0639133257436528,3.6635616461296463,0.4700036292457355
12.0,0.5,0.59,1.4,0.073,42.0,0.998,2.92,0.68,10.5,7,0.8754687373538999,0.07045846364856141,3.7612001156935624,0.5187937934151676
9.0,0.36,0.52,2.1,0.111,10.0,0.99568,3.31,0.62,11.3,6,1.1314021114911006,0.10526051065749295,2.3978952727983707,0.4824261492442927
6.8,0.69,0.0,5.6,0.124,58.0,0.9997,3.46,0.72,10.2,5,1.8870696490323797,0.11689375147149933,4.07753744390572,0.5423242908253617
9.0,0.62,0.04,1.9,0.146,90.0,0.9984,3.16,0.7,9.4,5,1.0647107369924282,0.1362776182925478,4.51085950651685,0.5306282510621704
7.2,0.38,0.31,2.0,0.0559999999999999,29.0,0.99472,3.23,0.76,11.3,8,1.0986122886681098,0.05448818528406963,3.4011973816621555,0.5653138090500605
6.9,0.39,0.24,2.1,0.102,7.0,0.99462,3.44,0.58,11.4,4,1.1314021114911006,0.09712671073072274,2.0794415416798357,0.4574248470388754
11.1,0.44,0.42,2.2,0.064,19.0,0.99758,3.25,0.57,10.4,6,1.1631508098056809,0.06203539091945264,2.995732273553991,0.4510756193602167
7.9,0.545,0.06,4.0,0.087,61.0,0.9965,3.36,0.67,10.7,6,1.6094379124341003,0.08342160813907239,4.127134385045092,0.5128236264286637
10.0,0.35,0.45,2.5,0.092,88.0,0.99918,3.15,0.43,9.4,5,1.252762968495368,0.0880108773227133,4.48863636973214,0.3576744442718159
8.8,0.685,0.26,1.6,0.088,23.0,0.99694,3.32,0.47,9.4,5,0.9555114450274363,0.08434114843375087,3.1780538303479458,0.3852624007906449
